"CDSecao","DSSecao","CDDivisao","DSDivisao","CDGrupo","DSGrupo","CDClasse","DSClasse","CDSubclasse","DSSubclasse","Vigencia21","Vigencia22","Vigencia23"
"C","Indústrias de transformação","15","Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados","154","Fabricação de partes para calçados, de qualquer material","15408","Fabricação de partes para calçados, de qualquer material","1540800","Fabricação de partes para calçados, de qualquer material","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","161","Desdobramento de madeira","16102","Desdobramento de madeira","1610201","Serrarias com desdobramento de madeira","1","1","0"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","161","Desdobramento de madeira","16102","Desdobramento de madeira","1610202","Serrarias sem desdobramento de madeira","1","1","0"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","161","Desdobramento de madeira","16102","Desdobramento de madeira","1610203","Serrarias com desdobramento de madeira em bruto","0","0","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","161","Desdobramento de madeira","16102","Desdobramento de madeira","1610204","Serrarias sem desdobramento de madeira em bruto - resserragem","0","0","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","161","Desdobramento de madeira","16102","Desdobramento de madeira","1610205","Serviço de tratamento de madeira realizado sob contrato","0","0","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16218","Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada","1621800","Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16226","Fabricação de estruturas de madeira e de artigos de carpintaria para construção","1622601","Fabricação de casas de madeira pré fabricadas","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16226","Fabricação de estruturas de madeira e de artigos de carpintaria para construção","1622602","Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16226","Fabricação de estruturas de madeira e de artigos de carpintaria para construção","1622699","Fabricação de outros artigos de carpintaria para construção","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16234","Fabricação de artefatos de tanoaria e de embalagens de madeira","1623400","Fabricação de artefatos de tanoaria e de embalagens de madeira","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16293","Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis","1629301","Fabricação de artefatos diversos de madeira, exceto móveis","1","1","1"
"C","Indústrias de transformação","16","Fabricação de produtos de madeira","162","Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","16293","Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis","1629302","Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","171","Fabricação de celulose e outras pastas para a fabricação de papel","17109","Fabricação de celulose e outras pastas para a fabricação de papel","1710900","Fabricação de celulose e outras pastas para a fabricação de papel","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","172","Fabricação de papel, cartolina e papel-cartão","17214","Fabricação de papel","1721400","Fabricação de papel","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","172","Fabricação de papel, cartolina e papel-cartão","17222","Fabricação de cartolina e papel-cartão","1722200","Fabricação de cartolina e papel cartão","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","173","Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado","17311","Fabricação de embalagens de papel","1731100","Fabricação de embalagens de papel","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","173","Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado","17320","Fabricação de embalagens de cartolina e papel-cartão","1732000","Fabricação de embalagens de cartolina e papel cartão","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","173","Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado","17338","Fabricação de chapas e de embalagens de papelão ondulado","1733800","Fabricação de chapas e de embalagens de papelão ondulado","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17419","Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso comercial e de escritório","1741901","Fabricação de formulários contínuos","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17419","Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso comercial e de escritório","1741902","Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso industrial, comercial e de escritório","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17427","Fabricação de produtos de papel para usos doméstico e higiênico-sanitário","1742701","Fabricação de fraldas descartáveis","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17427","Fabricação de produtos de papel para usos doméstico e higiênico-sanitário","1742702","Fabricação de absorventes higiênicos","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17427","Fabricação de produtos de papel para usos doméstico e higiênico-sanitário","1742799","Fabricação de produtos de papel para uso doméstico e higiênico sanitário não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","17","Fabricação de celulose, papel e produtos de papel","174","Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","17494","Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente","1749400","Fabricação de produtos de pastas celulósicas, papel, cartolina, papel cartão e papelão ondulado não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","181","Atividade de impressão","18113","Impressão de jornais, livros, revistas e outras publicações periódicas","1811301","Impressão de jornais","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","181","Atividade de impressão","18113","Impressão de jornais, livros, revistas e outras publicações periódicas","1811302","Impressão de livros, revistas e outras publicações periódicas","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","181","Atividade de impressão","18121","Impressão de material de segurança","1812100","Impressão de material de segurança","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","181","Atividade de impressão","18130","Impressão de materiais para outros usos","1813001","Impressão de material para uso publicitário","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","181","Atividade de impressão","18130","Impressão de materiais para outros usos","1813099","Impressão de material para outros usos","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","182","Serviços de pré-impressão e acabamentos gráficos","18211","Serviços de pré-impressão","1821100","Serviços de pré impressão","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","182","Serviços de pré-impressão e acabamentos gráficos","18229","Serviços de acabamentos gráficos","1822901","Serviços de encadernação e plastificação","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","182","Serviços de pré-impressão e acabamentos gráficos","18229","Serviços de acabamentos gráficos","1822999","Serviços de acabamentos gráficos, exceto encadernação e plastificação","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","183","Reprodução de materiais gravados em qualquer suporte","18300","Reprodução de materiais gravados em qualquer suporte","1830001","Reprodução de som em qualquer suporte","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","183","Reprodução de materiais gravados em qualquer suporte","18300","Reprodução de materiais gravados em qualquer suporte","1830002","Reprodução de vídeo em qualquer suporte","1","1","1"
"C","Indústrias de transformação","18","Impressão e reprodução de gravações","183","Reprodução de materiais gravados em qualquer suporte","18300","Reprodução de materiais gravados em qualquer suporte","1830003","Reprodução de software em qualquer suporte","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","191","Coquerias","19101","Coquerias","1910100","Coquerias","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","192","Fabricação de produtos derivados do petróleo","19217","Fabricação de produtos do refino de petróleo","1921700","Fabricação de produtos do refino de petróleo","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","192","Fabricação de produtos derivados do petróleo","19225","Fabricação de produtos derivados do petróleo, exceto produtos do refino","1922501","Formulação de combustíveis","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","192","Fabricação de produtos derivados do petróleo","19225","Fabricação de produtos derivados do petróleo, exceto produtos do refino","1922502","Rerrefino de óleos lubrificantes","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","192","Fabricação de produtos derivados do petróleo","19225","Fabricação de produtos derivados do petróleo, exceto produtos do refino","1922599","Fabricação de outros produtos derivados do petróleo, exceto produtos do refino","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","193","Fabricação de biocombustíveis","19314","Fabricação de álcool","1931400","Fabricação de álcool","1","1","1"
"C","Indústrias de transformação","19","Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis","193","Fabricação de biocombustíveis","19322","Fabricação de biocombustíveis, exceto álcool","1932200","Fabricação de biocombustíveis, exceto álcool","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20118","Fabricação de cloro e álcalis","2011800","Fabricação de cloro e álcalis","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20126","Fabricação de intermediários para fertilizantes","2012600","Fabricação de intermediários para fertilizantes","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20134","Fabricação de adubos e fertilizantes","2013400","Fabricação de adubos e fertilizantes","1","0","0"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20134","Fabricação de adubos e fertilizantes","2013401","Fabricação de adubos e fertilizantes organominerais","0","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20134","Fabricação de adubos e fertilizantes","2013402","Fabricação de adubos e fertilizantes, exceto organominerais","0","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20142","Fabricação de gases industriais","2014200","Fabricação de gases industriais","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20193","Fabricação de produtos químicos inorgânicos não especificados anteriormente","2019301","Elaboração de combustíveis nucleares","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","201","Fabricação de produtos químicos inorgânicos","20193","Fabricação de produtos químicos inorgânicos não especificados anteriormente","2019399","Fabricação de outros produtos químicos inorgânicos não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","202","Fabricação de produtos químicos orgânicos","20215","Fabricação de produtos petroquímicos básicos","2021500","Fabricação de produtos petroquímicos básicos","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","202","Fabricação de produtos químicos orgânicos","20223","Fabricação de intermediários para plastificantes, resinas e fibras","2022300","Fabricação de intermediários para plastificantes, resinas e fibras","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","202","Fabricação de produtos químicos orgânicos","20291","Fabricação de produtos químicos orgânicos não especificados anteriormente","2029100","Fabricação de produtos químicos orgânicos não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","203","Fabricação de resinas e elastômeros","20312","Fabricação de resinas termoplásticas","2031200","Fabricação de resinas termoplásticas","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","203","Fabricação de resinas e elastômeros","20321","Fabricação de resinas termofixas","2032100","Fabricação de resinas termofixas","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","203","Fabricação de resinas e elastômeros","20339","Fabricação de elastômeros","2033900","Fabricação de elastômeros","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","204","Fabricação de fibras artificiais e sintéticas","20401","Fabricação de fibras artificiais e sintéticas","2040100","Fabricação de fibras artificiais e sintéticas","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","205","Fabricação de defensivos agrícolas e desinfestantes domissanitários","20517","Fabricação de defensivos agrícolas","2051700","Fabricação de defensivos agrícolas","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","205","Fabricação de defensivos agrícolas e desinfestantes domissanitários","20525","Fabricação de desinfestantes domissanitários","2052500","Fabricação de desinfestantes domissanitários","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","206","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20614","Fabricação de sabões e detergentes sintéticos","2061400","Fabricação de sabões e detergentes sintéticos","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","206","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20622","Fabricação de produtos de limpeza e polimento","2062200","Fabricação de produtos de limpeza e polimento","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","206","Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20631","Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","2063100","Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","207","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20711","Fabricação de tintas, vernizes, esmaltes e lacas","2071100","Fabricação de tintas, vernizes, esmaltes e lacas","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","207","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20720","Fabricação de tintas de impressão","2072000","Fabricação de tintas de impressão","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","207","Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20738","Fabricação de impermeabilizantes, solventes e produtos afins","2073800","Fabricação de impermeabilizantes, solventes e produtos afins","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20916","Fabricação de adesivos e selantes","2091600","Fabricação de adesivos e selantes","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20924","Fabricação de explosivos","2092401","Fabricação de pólvoras, explosivos e detonantes","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20924","Fabricação de explosivos","2092402","Fabricação de artigos pirotécnicos","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20924","Fabricação de explosivos","2092403","Fabricação de fósforos de segurança","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20932","Fabricação de aditivos de uso industrial","2093200","Fabricação de aditivos de uso industrial","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20941","Fabricação de catalisadores","2094100","Fabricação de catalisadores","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20991","Fabricação de produtos químicos não especificados anteriormente","2099101","Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia","1","1","1"
"C","Indústrias de transformação","20","Fabricação de produtos químicos","209","Fabricação de produtos e preparados químicos diversos","20991","Fabricação de produtos químicos não especificados anteriormente","2099199","Fabricação de outros produtos químicos não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","211","Fabricação de produtos farmoquímicos","21106","Fabricação de produtos farmoquímicos","2110600","Fabricação de produtos farmoquímicos","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","212","Fabricação de produtos farmacêuticos","21211","Fabricação de medicamentos para uso humano","2121101","Fabricação de medicamentos alopáticos para uso humano","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","212","Fabricação de produtos farmacêuticos","21211","Fabricação de medicamentos para uso humano","2121102","Fabricação de medicamentos homeopáticos para uso humano","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","212","Fabricação de produtos farmacêuticos","21211","Fabricação de medicamentos para uso humano","2121103","Fabricação de medicamentos fitoterápicos para uso humano","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","212","Fabricação de produtos farmacêuticos","21220","Fabricação de medicamentos para uso veterinário","2122000","Fabricação de medicamentos para uso veterinário","1","1","1"
"C","Indústrias de transformação","21","Fabricação de produtos farmoquímicos e farmacêuticos","212","Fabricação de produtos farmacêuticos","21238","Fabricação de preparações farmacêuticas","2123800","Fabricação de preparações farmacêuticas","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","221","Fabricação de produtos de borracha","22111","Fabricação de pneumáticos e de câmaras-de-ar","2211100","Fabricação de pneumáticos e de câmaras de ar","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","221","Fabricação de produtos de borracha","22129","Reforma de pneumáticos usados","2212900","Reforma de pneumáticos usados","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","221","Fabricação de produtos de borracha","22196","Fabricação de artefatos de borracha não especificados anteriormente","2219600","Fabricação de artefatos de borracha não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22218","Fabricação de laminados planos e tubulares de material plástico","2221800","Fabricação de laminados planos e tubulares de material plástico","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22226","Fabricação de embalagens de material plástico","2222600","Fabricação de embalagens de material plástico","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22234","Fabricação de tubos e acessórios de material plástico para uso na construção","2223400","Fabricação de tubos e acessórios de material plástico para uso na construção","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22293","Fabricação de artefatos de material plástico não especificados anteriormente","2229301","Fabricação de artefatos de material plástico para uso pessoal e doméstico","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22293","Fabricação de artefatos de material plástico não especificados anteriormente","2229302","Fabricação de artefatos de material plástico para usos industriais","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22293","Fabricação de artefatos de material plástico não especificados anteriormente","2229303","Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios","1","1","1"
"C","Indústrias de transformação","22","Fabricação de produtos de borracha e de material plástico","222","Fabricação de produtos de material plástico","22293","Fabricação de artefatos de material plástico não especificados anteriormente","2229399","Fabricação de artefatos de material plástico para outros usos não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","231","Fabricação de vidro e de produtos do vidro","23117","Fabricação de vidro plano e de segurança","2311700","Fabricação de vidro plano e de segurança","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","231","Fabricação de vidro e de produtos do vidro","23125","Fabricação de embalagens de vidro","2312500","Fabricação de embalagens de vidro","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","231","Fabricação de vidro e de produtos do vidro","23192","Fabricação de artigos de vidro","2319200","Fabricação de artigos de vidro","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","232","Fabricação de cimento","23206","Fabricação de cimento","2320600","Fabricação de cimento","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330301","Fabricação de estruturas pré moldadas de concreto armado, em série e sob encomenda","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330302","Fabricação de artefatos de cimento para uso na construção","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330303","Fabricação de artefatos de fibrocimento para uso na construção","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330304","Fabricação de casas pré moldadas de concreto","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330305","Preparação de massa de concreto e argamassa para construção","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","233","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23303","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","2330399","Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","234","Fabricação de produtos cerâmicos","23419","Fabricação de produtos cerâmicos refratários","2341900","Fabricação de produtos cerâmicos refratários","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","234","Fabricação de produtos cerâmicos","23427","Fabricação de produtos cerâmicos não refratários para uso estrutural na construção","2342701","Fabricação de azulejos e pisos","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","234","Fabricação de produtos cerâmicos","23427","Fabricação de produtos cerâmicos não refratários para uso estrutural na construção","2342702","Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","234","Fabricação de produtos cerâmicos","23494","Fabricação de produtos cerâmicos não refratários não especificados anteriormente","2349401","Fabricação de material sanitário de cerâmica","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","234","Fabricação de produtos cerâmicos","23494","Fabricação de produtos cerâmicos não refratários não especificados anteriormente","2349499","Fabricação de produtos cerâmicos não refratários não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23915","Aparelhamento e outros trabalhos em pedras","2391501","Britamento de pedras, exceto associado à extração","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23915","Aparelhamento e outros trabalhos em pedras","2391502","Aparelhamento de pedras para construção, exceto associado à extração","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23915","Aparelhamento e outros trabalhos em pedras","2391503","Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23923","Fabricação de cal e gesso","2392300","Fabricação de cal e gesso","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23991","Fabricação de produtos de minerais não metálicos não especificados anteriormente","2399101","Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23991","Fabricação de produtos de minerais não metálicos não especificados anteriormente","2399102","Fabricação de abrasivos","1","1","1"
"C","Indústrias de transformação","23","Fabricação de produtos de minerais não-metálicos","239","Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23991","Fabricação de produtos de minerais não metálicos não especificados anteriormente","2399199","Fabricação de outros produtos de minerais não metálicos não especificados anteriormente","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","241","Produção de ferro-gusa e de ferroligas","24113","Produção de ferro-gusa","2411300","Produção de ferro gusa","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","241","Produção de ferro-gusa e de ferroligas","24121","Produção de ferroligas","2412100","Produção de ferroligas","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24211","Produção de semiacabados de aço","2421100","Produção de semi acabados de aço","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24229","Produção de laminados planos de aço","2422901","Produção de laminados planos de aço ao carbono, revestidos ou não","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24229","Produção de laminados planos de aço","2422902","Produção de laminados planos de aços especiais","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24237","Produção de laminados longos de aço","2423701","Produção de tubos de aço sem costura","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24237","Produção de laminados longos de aço","2423702","Produção de laminados longos de aço, exceto tubos","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24245","Produção de relaminados, trefilados e perfilados de aço","2424501","Produção de arames de aço","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","242","Siderurgia","24245","Produção de relaminados, trefilados e perfilados de aço","2424502","Produção de relaminados, trefilados e perfilados de aço, exceto arames","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","243","Produção de tubos de aço, exceto tubos sem costura","24318","Produção de tubos de aço com costura","2431800","Produção de tubos de aço com costura","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","243","Produção de tubos de aço, exceto tubos sem costura","24393","Produção de outros tubos de ferro e aço","2439300","Produção de outros tubos de ferro e aço","1","1","1"
"C","Indústrias de transformação","24","Metalurgia","244","Metalurgia dos metais não-ferrosos","24415","Metalurgia do alumínio e suas ligas","2441501","Produção de alumínio e suas ligas em formas primárias","1","1","1"
